subforum,thread_title,post_subject,post_counter,post_content,post_time,username,user_posts_per_day,user_total_posts,quoted_post,quoted_username,img_urls,embed_urls,other_urls
Personals,"""Discover How You Can Immigrate to Canada"" ...Without Spending Thousands of Dollars","""Discover How You Can Immigrate to Canada"" ...Without Spending Thousands of Dollars",1,"Dear Future Canadian, According to Immigration Canada data, every year, Canada plans to accept between 225,000 to 265,000 immigrants, to meet Canada's goals of economic benefit. We sure hope YOU will be AMONG THE ONES that successfully Immigrate to Canada and build a new and prosperous life for you and your family here. There are two ways of applying for a Permanent Resident for Canada. You can do all the work yourself and save a lot of money, or you can pay an Immigration Consultant between $1,000 to $3,000 or more to prepare the files for you. That is a lot of money even for someone living in a wealthy country. Truth is, most people can not afford that kind of money. That is why we designed "" My Immigration Consultant"" more on this in a bit... here is what one customer say Your software is just unbelievable. I was able to easily navigate and get everything I needed to place my application in fast. I was called for an interview at the Canadian Embassy. For info just click the link: http://c2d3aynlnhbohx78091z296etg.ho.../?tid=9YBNB5DP",9-Sep-12,pangeyt8,0,8,,,,,http://c2d3aynlnhbohx78091z296etg.hop.clickbank.net/?tid=9YBNB5DP
Personals,"""Discover How You Can Immigrate to Canada"" ...Without Spending Thousands of Dollars",The Ultimate Guide To Moving Abroad In 30 Days.,2,"Dear Future Expat, ""Discover The Ultimate Guide To Moving Abroad In 30 Days. Everything From Making The Decision To Move Right Through To Living In Your Dream Country."" for info please click the link: http://5d4e9ziiv9ni9nedkjudwevrcd.ho.../?tid=9YBNB5DP",9-Sep-12,pangeyt8,0,8,,,,,http://5d4e9ziiv9ni9nedkjudwevrcd.hop.clickbank.net/?tid=9YBNB5DP
Personals,"""Discover How You Can Immigrate to Canada"" ...Without Spending Thousands of Dollars",,3,"Another ad that promises everything, and only that... CAVEAT EMPTOR!!",12-Sep-12,ajibe_2009,0.04,116,,,,,
Personals,KATZENHOUSE 46: Gotta Cats 'Em All!,KATZENHOUSE 46: Gotta Cats 'Em All!,1,"Welcome to the 46th Katzenhouse thread! Let's celebrate life together and share friendship, fun, stories, and tons of good vibes! Everyone's welcome to chat, have fun with no rules except for one: good vibes lang. Bawal ang pasaway; isasakay sa van! I -Katzenhouse: Maliit na Usapan Lang Thread Starter: katze_schmuse Top Two Posters: katze_schmuse 1,214, cescamoemy 469 II -Katzenhouse:Edition 2, Ituloy Ang Maliit na Usapan Thread Starter: katze_schmuse Top Two Posters: katze_schmuse 1,358, cescamoemy 540 III -Katzenhouse : ikatlong bugso. Usapang good times/good vibes Thread Starter: Mr_Wright Top Two Posters: katze_schmuse 1,062. mochanne 648 IV -Katzenhouse 4: Mabuting Usapan, laging nasa apat na sulok nito. Thread Starter: sexyfive Top Two Posters: mochanne 1,145, katze_schmuse 1,122 V -Katzenhouse 5 : pang limang sulok na po tayo! Papasok na po tayo sa Bahay Good Vibes Thread Starter: kokoBware23 Top Two Posters: katze_schmuse 1,031, mochanne 934 VI -Katzenhouse 6:Enjoying 2013 with a lot of spunk and chicks throw away that jinx Thread Starter: freedertjosh Top Two Posters: katze_schmuse 1,190, mochanne 711 VII -Katzenhouse 7 Suwerte sa Syete mula ST Gangs personals:Gv lang ng Gv Thread Starter: freedertjosh Top Two Posters: katze_schmuse 981, mochanne 511 VIII -Katzenhouse 8:RELOADED Simbolo ng Walang Hanggan,Good Vibes na Walang Katapusan! Thread Starter: katze_schmuse Top Two Posters: katze_schmuse 1,034, mochanne 588 IX -Katzenhouse 9:Tunog Mabangis,Pero K9 Ang Good Vibes na Hatid Thread Starter: katze_schmuse Top Two Posters: katze_schmuse 1,063, mochanne 606 X -Katzenhouse 10: KAT to TEN, The Return of the Bekimons Thread Starter: spooktwo Top Two Posters: katze_schmuse 1,238, mochanne 870 XI -Katzenhouse 11: Walang Onsehan Dito! Good Vibes lang po Thread Starter: pbalasid Top Two Posters: katze_schmuse 1,001, mochanne 605 XII -Katzenhouse 12:Isang Dosenang Saya:Tara Maki-Vibes Na Thread Starter: freedertjosh Top Two Posters: katze_schmuse 916, mochanne 648 XIII -Katzenhouse 13 :Ang Pinakamaswerteng Edition ng Good Vibes Thread Starter: freedertjosh Top Two Posters: katze_schmuse 740, SilverStreak 612 XIV -Katzenhouse 14: Luhod Luhod na kay KUPS pag may time, woohhhhh!!!! Thread Starter: mothra_hater Top Two Posters: katze_schmuse 902, mochanne 625 XV -Official Katzenhouse15 : Ang Good Vibes Dito, Di Nakakabitin! Thread Starter: mochanne Top Two Posters: katze_schmuse 1,057, mochanne 933 XVI -Katzenhouse Sweet 16: Daisy,Bata,Matanda,Cute, Kahit Ano Ka Pa Tara Magkulitan Na Thread Starter: pbalasid Top Two Posters: katze_schmuse 1,283, mochanne 603 XVII -KATZENHOUSE DEYSISIYETE (KH17) harutan, luhuran, kulitan, at syempre basaan na!!! Thread Starter: mluisaconti Top Two Posters: mochanne 778, katze_schmuse 697 XVIII -KATZENHOUSE DISIOTSO - Imbitado lahat pwera lang emo!! Thread Starter: MrKupido Top Two Posters: lady mint 720, mluisaconti 704 XIX -Katzenhouse 19: Emo,Sad,Bad; Let's Turn ThatTo Happiness- #GV Lemeng Thread Starter: katze_schmuse Top Two Posters: katze_schmuse 707, mluisaconti 705 XX -Katzenhouse 20: Walang personalan, katuwaan lamang! Good Vibes! Thread Starter: MiniMiney Top Two Posters: katze_schmuse 814, mochanne 697 XXI -KATZENHOUSE 21: Ika-Beinte Uno, Kasi Good Vibes Punong-Puno Thread Starter: caffeine_kittie Top Two Posters: katze_schmuse 752, mluisaconti 728 XXII -Katzenhouse 22: BenteDos Anyos Na Hindi Pa Rin Nalalaos Thread Starter: MiniMiney Top Two Posters: mochanne 690, mluisaconti 670 XXIII -Katzenhouse 23: We are The Living Legend ng GoodVibes Thread Starter: zmzero5 Top Two Posters: katze_schmuse 744, mluisaconti 590 XXIV -Katzenhouse 24: Bente Kwatro kahit saang Kanto Kami ang Uso hindi parin Natatalo Thread Starter: pbalasid Top Two Posters: katze_schmuse 751, mluisaconti 518 XXV -Katzenhouse 25 : Silver Edition..Streaking Good Vibes in Pex Nation Thread Starter: SilverStreak Top Two Posters: mluisaconti 568, katze_schmuse 537 XXVI -Katzenhouse 26:Umulan Man o Umaraw,SOLID Good Vibes Dito Thread Starter: free_dert Top Two Posters: mluisaconti 525, katze_schmuse 458 XXVII -Katzenhouse 27: Where the good vibes never end! Thread Starter: mochanne Top Two Posters: katze_schmuse 707, lady mint 482 XXVIII -KATZENHOUSE 28: Lumindol, bumaha, bumagyo tuloy-tuloy ang good vibes Thread Starter: lady mint Top Two Posters: katze_schmuse 1,068, mluisaconti 531 XXIX -KATZENHOUSE 29: Two-Nine Na Two-Nine ang Good Vibes! Thread Starter: MiniMiney Top Two Posters: katze_schmuse 773, mluisaconti 481 XXX -KATZENHOUSE 30 Christmas to New Year Edition:Share Love and Good Vibes Thread Starter: free_dert Top Two Posters: katze_schmuse 774, mluisaconti 595 XXXI -Katzenhouse 31: Huling Salvo man sa Kalendaryo, Good Vibes Unending dito Thread Starter: pbalasid Top Two Posters: mluisaconti 734, katze_schmuse 715 XXXII -Katzenhouse 32: House of Goodvibes 2014 Wave II Thread Starter: zmzero5 Top Two Posters: katze_schmuse 741, hardrive 602 XXXIII -Katzenhouse 33: Sa Puso, Sa Salita, at sa Gawa hindi ka Magsasawa Thread Starter: pbalasid Top Two Posters: hardrive 640, mluisaconti 637 XXXIV -KATZENHOUSE 34: Celebrating our OPAL Anniversary Kaya Bawal ang Epal!! Thread Starter: freedertj0sh Top Two Posters: MiniMiney 682, hardrive 609 XXXV -KATZENHOUSE Thirty-Five: Inhale good vibes, exhale bad vibes! Thread Starter: AkoSiShirley Top Two Posters: AkoSiShirley 938, katze_schmuse 796 XXXVI -KATZENHOUSE 36:Painit sa Tag-init, Good Times...Good Vibes Thread Starter: pbalasid Top Two Posters: AkoSiShirley 984, katze_schmuse 892 XXXVII -Katzenhouse 37: Our little slice of heaven Thread Starter: MiniMiney Top Two Posters: katze_schmuse 971, freedertj0sh 710 XXXVIII -Katzenhouse 38: Friendship and Good Vibes since 2012 Thread Starter: rubberr_ducky Top Two Posters: katze_schmuse 891, jl3001 591 XXXIX -Katzenhouse 39: Friendship and Good Vibes since 2012 The New Chapter Thread Starter: jl3001 Top Two Posters: katze_schmuse 1,177, jl3001 679 XL -Katzenhouse XL: Servings of Good Vibes Gone Xtra-Large Thread Starter: silverwhiz Top Two Posters: katze_schmuse 831, mochanne 693 XLI -Katzenhouse 41: Across The Milky Way! Thread Starter: mochanne Top Two Posters: jl3001 957, katze_schmuse 741 XLII -KATZENHOUSE 42: Across the Universe, We Meow! Thread Starter: ScareYouOften Top Two Posters: katze_schmuse 1,058, jl3001 880 XLIII -KATZENHOUSE 43: Long Live the Feline Empire! We Live, We Rise! Meow!!! Thread Starter: benefitofdoubt Top Two Posters: katze_schmuse 902, jl3001 741 XLIV -KATZENHOUSE 44: Home is where your cat is. Meow! Thread Starter: im.an.emo.kid Top Two Posters: im.an.emo.kid 1,395, katze_schmuse 771 XLV -KATZENHOUSE 45: Home of the Peculiar Kittens Thread Starter: im.an.emo.kid Top Two Posters: im.an.emo.kid 1,089, katze_schmuse 700 5000th POSTER: MoonStruck",5-Sep-16,MoonStruck,1.04,"6,102",,,,,
Personals,KATZENHOUSE 46: Gotta Cats 'Em All!,,2,"1ST BLOOD Congratulations Sa Bagong Bahay Here are the Top 10 Posters of KATZENHOUSE 45 1,089 im.an.emo.kid Posts 700 katze_schmuse Posts 512 scout_yellow Posts 470 MoonStruck Posts 350 JeSuisBilly Posts 269 mochanne Posts 237 xetra_xed Posts 189 jl3001 Posts 173 free_dert Posts 159 Serj",5-Sep-16,freedertj0sh,0.25,349,,,,,
Personals,KATZENHOUSE 46: Gotta Cats 'Em All!,,3,"^As usual, ikaw ang big brother, 24/7 nakatambay.",5-Sep-16,MoonStruck,1.04,"6,102",,,,,
Personals,KATZENHOUSE 46: Gotta Cats 'Em All!,,4,Thanks! Update ko na. Yung cards na lang ni emo ang kulang.,5-Sep-16,MoonStruck,1.04,"6,102","1ST BLOOD Congratulations Sa Bagong Bahay Here are the Top 10 Posters of KATZENHOUSE 45 1,089 im.an.emo.kid Posts 700 katze_schmuse Posts 512 scout_yellow Posts 470 MoonStruck Posts 350 JeSuisBilly Posts 269 mochanne Posts 237 xetra_xed Posts 189 jl3001 Posts 173 free_dert Posts 159 Serj",freedertj0sh,,,
Personals,KATZENHOUSE 46: Gotta Cats 'Em All!,,5,"good evening repost ko artworks bukas... then I'll multitask tomorrow going to Dreamland na, night",5-Sep-16,JeSuisBilly,91.53,"147,426",,,,,
Personals,KATZENHOUSE 46: Gotta Cats 'Em All!,,6,ay tapos na pala yung luma patapak sa bagong thread! congrats!,5-Sep-16,kysh27,6.29,"9,367",,,,,
Personals,KATZENHOUSE 46: Gotta Cats 'Em All!,,7,^Good night billy! Keep it up with the artworks!,5-Sep-16,MoonStruck,1.04,"6,102","good evening repost ko artworks bukas... then I'll multitask tomorrow going to Dreamland na, night",JeSuisBilly,,,
Personals,KATZENHOUSE 46: Gotta Cats 'Em All!,,8,Galing sa kabilang thread. Si mod kysh na laging handang tumulong sa inyo (sa atin dito) pag may problema sa van. Sign up na.,5-Sep-16,MoonStruck,1.04,"6,102",pwede kayong sumama sa PMC pag miss peregrine nanalo! that is kung feel niyo lang naman din.. magandang gabi!,kysh27,,,
Personals,KATZENHOUSE 46: Gotta Cats 'Em All!,,9,uy pa post bago mag server is busy hahaha grats moon!,5-Sep-16,jl3001,0.53,"1,812",,,,,
Personals,KATZENHOUSE 46: Gotta Cats 'Em All!,,10,pwede kayong sumama sa PMC pag miss peregrine nanalo! that is kung feel niyo lang naman din.. magandang gabi!,6-Sep-16,kysh27,6.29,"9,367","Pag nabasa nyo to guys, pa-quote na lang ha kung gusto nyo. Pwede nyo din ako i-PM. Pag hindi nyo nabasa at na-miss out sa haba ng BR, eh di fine. Joke. It's about the Ms. Peregrine movie schedule. What's your availability? Showing yung movie sa Sept. 28. Pwede ring food trip na lang. Christmas na lang? Tagal pa nun.",MoonStruck,,,
Personals,"Lahat ng sexually inactive, dito tayo!","Lahat ng sexually inactive, dito tayo!",1,"This is our home, yow!",16-Apr-13,tresadiktus,0.54,"1,270",,,,,
Personals,"Lahat ng sexually inactive, dito tayo!",,2,woohoo! nice. feel at home ako dito sigurado,17-Apr-13,Aizrith,0.58,"1,137",,,,,
Personals,"Lahat ng sexually inactive, dito tayo!",,3,congratz tresadiktus welcome ba akesh ditey? aiz meow,17-Apr-13,katze_schmuse,3.46,"6,742",,,,,
Personals,"Lahat ng sexually inactive, dito tayo!",,4,makiki sali na din,17-Apr-13,lady mint,2,"6,687",,,,,
Personals,"Lahat ng sexually inactive, dito tayo!",,5,ladymint ikaw din?,17-Apr-13,katze_schmuse,3.46,"6,742",,,,,
Personals,"Lahat ng sexually inactive, dito tayo!",,6,"welcome! aiz, ayos ba? relax ka lang dyan. may mini home theater tayo with an extensive collection of pirated porno vcds. katze, ikaw pa? wag lang tayo masyado magdidikit. mae-evict tayo sigurado. lady mint, bastus ka ha. o yung iba dyan, maki-buyangyang na kayo rito. wag na kayong magpanggap na hindi kayo tigang.",17-Apr-13,tresadiktus,0.54,"1,270",,,,,
Personals,"Lahat ng sexually inactive, dito tayo!",,7,"^ano daw?ansaveh? di naman kita didikitan, mamaya sabihin mo ambisyosa pako eh andami kaya nagkaka crush sayo ngapala asan mga vids at nang may mapagsiestahan",17-Apr-13,katze_schmuse,3.46,"6,742",,,,,
Personals,"Lahat ng sexually inactive, dito tayo!",,8,count me in... wala ba diyang sampol hindi ko na alam itsura ng porno,17-Apr-13,gehgehlai,0.39,760,,,,,
Personals,"Lahat ng sexually inactive, dito tayo!",,9,puwede ba virgin dito?,17-Apr-13,kokoBware23,0.82,"2,552",,,,,
Personals,Looking for a buddy to practice english,Looking for a buddy to practice english,1,I'm looking for someone to practice English together especially speaking and listening,28-Jan-17,sleeplessman,0,5,,,,,
Personals,Looking for a buddy to practice english,,2,^for what?what other languages do you speak? Is that oral or written practice?,28-Jan-17,katze_schmuse,3.46,"6,742",,,,,
Personals,Looking for a buddy to practice english,,3,"I want to improve my english communication skill, Im looking for a buddy who I can speak and practice english.",29-Jan-17,sleeplessman,0,5,,,,,
Personals,Looking for a buddy to practice english,,4,I am a Homebased Online English Teacher. Where are you from by the way?,28-Feb-17,jlgn,0.06,16,,,,,
Personals,Looking for a buddy to practice english,Online English Help,5,Hi! You may add me on Skype to help you improve your English skills. [email protected] . Talk to you soon!,20-Mar-17,Deivee07,0,1,,,,,/cdn-cgi/l/email-protection#6605070b0f0a0a0316140f10121312091426010b070f0a4805090b
Personals,Looking for a buddy to practice english,,6,What I can advise is for you to read English books. Also thinking in English will also help you to speak in English.,19-Apr-17,iamnumber7,0,0,,,,,
Personals,Love Letter to A PExer,,17,"Dear Crush, ano ba dear crush...akala ko ba hanggang fb lang dear crush ko. Lurker lang ako sa pex noon ng makita kita ang cute cute mo kasi dear crush kaya ako nag lakas ng loob nag mag unlurk dahil sa iyo alam mo yown naging inspirasyon kita sa lahat ng bagay. Naging stalker sa twitter at fb hanggang sa na aksdiente kong na pindot ang follow at add friend and to my surprise inaacept mo naman. dear crush...crush na crush talaga kita noon at kailanman di na ito magbabago pa kasi nga..ikaw ang dear crush ko!",11-Feb-15,ceryhill1000,15.14,"46,839",,,,,
Personals,Love Letter to A PExer,,18,"Dear Boo_16, Hi crushy!!! Miss na kita. Kelan mo balak magparamdam sa KPex? Iniwan mo ang puso dun. I really miss you na. Sana magpost ka na ulit please, I love you!!!!!",11-Feb-15,ChiKATH,16.97,"42,858",,,,,
Personals,Love Letter to A PExer,,19,"Dear Diary, I hope one day, this pexer will like me the way I like him. tsarot!! Happy valentines guys!! carry on!",11-Feb-15,L0rd_xer0,11.31,"27,453",,,,,
Personals,Love Letter to A PExer,,20,"Ddear sheikdc, Ikaw, kelan mo din balak magpost sa Kpex? Pogi miss na kita!!!! Promise. 💋",11-Feb-15,ChiKATH,16.97,"42,858",,,,,
Personals,Love Letter to A PExer,,21,"Dear rusty2die4/GwapoPexer, I know you're in heaven na. I miss you my kaloveteam!!!! #RustyRiray",11-Feb-15,ChiKATH,16.97,"42,858",,,,,search.php?query=RustyRiray&do=process&showposts=1
Personals,Love Letter to A PExer,,22,"Dear Papa Yesto, Bakit di pa dumadating iba pins! I Love You! K! Bye!",11-Feb-15,ceryhill1000,15.14,"46,839",,,,,
Personals,Love Letter to A PExer,,23,"Dear , dito ko lang sasabihin ang tinatagotago kung paghanga sayo! nung una kitang nasilayan grabe natinik ako ng sobra sa tinik mo(ang tinik mo kasi pagdating sa mga igats tsar) pati ako natinik. grabe sobrang baon baon ang pagkatinik ko sayo. hanggang ngayun baon na baon pa rin talaga. pero alam ko na d mo kaya na ibigay sa akin ang u know tsar pero ok lang( not really) haha. tapos sa bawat pa sulyap sulyap ko sayo iniingatan ko talaga na d mo mahalata kasi iba kasi ang mga tingin na ibinibigay ko na parang hinubaran kita sa bawat sulyap ko. sarap mo kasi. tsar. at i know na we are friends at hanggang dun na lang talaga kahit masakit basta manatili lang pagkakaibigan natin. ayaw ko kasi itong masira... happy valentines day to my one and only! at kahit may sarili ka ng ur one and only ok lang basta masaya ka, masaya na rin ako!",11-Feb-15,alexiuszeus25,18.47,"23,825",,,,,
Personals,Love Letter to A PExer,,24,"Dear Ate ""Mandy"", Since wala naman akong kalandian sa PEX, ikaw na lang gagawan ko ng letter for this V-day. You are one of the cool peeps here if only people would have known how cool you really are in many ways. Nakakaaliw mga kwento mo in many things kahit papano. Nakakagising din sa mga boring na hapon kahit bihirang-bihira lang tayo mag-usap. Alam ko naman na minsan wala ka lang talagang choice at ako lang online sa pagkarami mong options. Basta wag kalimutan ang pasalubong na pinangako mo. Also, thanks sa mga tips about life/love/work/workingout. Kahit papaano many of them are helpful in many ways. I think. You are one of my trusted ""ate"" or big sister na me tiwala naman ako pagkwentuhan ng kung anu-anong kagaguhan. Haha! Lastly, paki-bawas-bawasan ang pagiging praning or paranoid mo sa madaming bagay. Ibuhos mo na lang sa squats yan. Hihi Uma-ate-zoned, Joby",11-Feb-15,JobyBryant24,6.71,"18,456",,,,,
Personals,Love Letter to A PExer,,25,"Dear krakenbeaks, my love for you all ay parang cirlcle, it has no sides to be broken, no ends to be ended and no angle to be measured.",11-Feb-15,alexiuszeus25,18.47,"23,825",,,,,
